id,title_romaji,title_english,title_native,episodes,score,popularity,genres,status,studio,season,start_year,url
139630,Boku no Hero Academia 6,My Hero Academia Season 6,僕のヒーローアカデミア６,25.0,82.0,218214,"Action, Adventure",FINISHED,bones,FALL,2022.0,https://anilist.co/anime/139630
889,BLACK LAGOON,Black Lagoon,BLACK LAGOON,12.0,78.0,217859,"Action, Adventure, Drama, Thriller",FINISHED,MADHOUSE,SPRING,2006.0,https://anilist.co/anime/889
20596,Ao Haru Ride,Blue Spring Ride,アオハライド,12.0,75.0,217739,"Drama, Romance, Slice of Life",FINISHED,Production I.G,SUMMER,2014.0,https://anilist.co/anime/20596
10793,Guilty Crown,Guilty Crown,ギルティクラウン,22.0,69.0,217647,"Action, Drama, Mecha, Psychological, Romance, Sci-Fi",FINISHED,Production I.G,FALL,2011.0,https://anilist.co/anime/10793
20807,Prison School,Prison School,監獄学園〈プリズンスクール〉,12.0,73.0,217587,"Comedy, Ecchi",FINISHED,J.C.STAFF,SUMMER,2015.0,https://anilist.co/anime/20807
15583,Date A Live,Date A Live,デート・ア・ライブ,12.0,68.0,217088,"Action, Comedy, Ecchi, Fantasy, Mecha, Romance, Sci-Fi",FINISHED,AIC Plus+,SPRING,2013.0,https://anilist.co/anime/15583
21679,Bungou Stray Dogs 2nd Season,Bungo Stray Dogs 2,文豪ストレイドッグス 第2シーズン,12.0,81.0,216782,"Action, Comedy, Mystery, Supernatural",FINISHED,bones,FALL,2016.0,https://anilist.co/anime/21679
101474,Overlord III,Overlord III,オーバーロードⅢ,13.0,77.0,216596,"Action, Adventure, Fantasy",FINISHED,MADHOUSE,SUMMER,2018.0,https://anilist.co/anime/101474
101167,Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka II,Is It Wrong to Try to Pick Up Girls in a Dungeon? II,ダンジョンに出会いを求めるのは間違っているだろうかⅡ,12.0,71.0,216105,"Action, Adventure, Comedy, Fantasy, Romance",FINISHED,J.C.STAFF,SUMMER,2019.0,https://anilist.co/anime/101167
10165,Nichijou,Nichijou - My Ordinary Life,日常,26.0,83.0,215721,"Comedy, Slice of Life",FINISHED,Kyoto Animation,SPRING,2011.0,https://anilist.co/anime/10165
339,serial experiments lain,Serial Experiments Lain,serial experiments lain,13.0,80.0,215621,"Drama, Mystery, Psychological, Sci-Fi, Supernatural",FINISHED,Triangle Staff,SUMMER,1998.0,https://anilist.co/anime/339
108463,Jibaku Shounen Hanako-kun,Toilet-bound Hanako-kun,地縛少年 花子くん,12.0,77.0,215001,"Action, Comedy, Drama, Mystery, Supernatural",FINISHED,Lerche,WINTER,2020.0,https://anilist.co/anime/108463
130003,Bocchi the Rock!,BOCCHI THE ROCK!,ぼっち・ざ・ろっく！,12.0,87.0,214700,"Comedy, Music, Slice of Life",FINISHED,CloverWorks,FALL,2022.0,https://anilist.co/anime/130003
6045,Kimi ni Todoke,Kimi ni Todoke: From Me to You,君に届け,25.0,79.0,213650,"Comedy, Drama, Romance, Slice of Life",FINISHED,Production I.G,FALL,2009.0,https://anilist.co/anime/6045
124153,SK∞,SK8 the Infinity,SK∞ エスケーエイト,12.0,79.0,213633,"Action, Drama, Sports",FINISHED,bones,WINTER,2021.0,https://anilist.co/anime/124153
17265,Log Horizon,Log Horizon,ログ・ホライズン,25.0,76.0,213213,"Action, Adventure, Fantasy",FINISHED,Satelight,FALL,2013.0,https://anilist.co/anime/17265
111321,Tate no Yuusha no Nariagari Season 2,The Rising of the Shield Hero Season 2,盾の勇者の成り上がり Season 2,13.0,65.0,213130,"Action, Adventure, Fantasy",FINISHED,Kinema Citrus,SPRING,2022.0,https://anilist.co/anime/111321
102976,Kono Subarashii Sekai ni Shukufuku wo! Kurenai Densetsu,KONOSUBA -God's blessing on this wonderful world!- Legend of Crimson,この素晴らしい世界に祝福を！紅伝説,1.0,82.0,213089,"Action, Adventure, Comedy, Ecchi, Fantasy, Supernatural",FINISHED,J.C.STAFF,SUMMER,2019.0,https://anilist.co/anime/102976
116267,Tonikaku Kawaii,TONIKAWA: Over The Moon For You,トニカクカワイイ,12.0,77.0,212389,"Comedy, Romance, Slice of Life",FINISHED,Seven Arcs,FALL,2020.0,https://anilist.co/anime/116267
145545,Youkoso Jitsuryoku Shijou Shugi no Kyoushitsu e 2nd Season,Classroom of the Elite Season 2,ようこそ実力至上主義の教室へ 2nd Season,13.0,79.0,212061,"Drama, Mystery, Psychological",FINISHED,Lerche,SUMMER,2022.0,https://anilist.co/anime/145545
21092,Rakudai Kishi no Cavalry,Chivalry of a Failed Knight,落第騎士の英雄譚（キャバルリィ）,12.0,71.0,211699,"Action, Ecchi, Fantasy, Romance",FINISHED,SILVER LINK.,FALL,2015.0,https://anilist.co/anime/21092
21709,Yuuri!!! on ICE,Yuri!!! on ICE,ユーリ!!! on ICE,12.0,77.0,211203,"Comedy, Drama, Sports",FINISHED,MAPPA,FALL,2016.0,https://anilist.co/anime/21709
21647,orange,Orange,orange,13.0,74.0,211024,"Drama, Romance, Supernatural",FINISHED,Telecom Animation Film,SUMMER,2016.0,https://anilist.co/anime/21647
16592,Danganronpa: Kibou no Gakuen to Zetsubou no Koukousei - The Animation,Danganronpa: The Animation,ダンガンロンパ 希望の学園と絶望の高校生 The Animation,13.0,68.0,210641,"Horror, Mystery, Psychological, Sci-Fi, Thriller",FINISHED,Lerche,SUMMER,2013.0,https://anilist.co/anime/16592
21857,Masamune-kun no Revenge,Masamune-kun's Revenge,政宗くんのリベンジ,12.0,65.0,210479,"Comedy, Romance, Slice of Life",FINISHED,SILVER LINK.,WINTER,2017.0,https://anilist.co/anime/21857
166240,Kimetsu no Yaiba: Hashira Geiko-hen,Demon Slayer: Kimetsu no Yaiba Hashira Training Arc,鬼滅の刃 柱稽古編,8.0,80.0,209479,"Action, Adventure, Drama, Fantasy, Supernatural",FINISHED,ufotable,SPRING,2024.0,https://anilist.co/anime/166240
102351,Tokyo Ghoul:re 2,Tokyo Ghoul:re 2,東京喰種-トーキョーグール-:re 2,12.0,62.0,209209,"Action, Horror, Mystery, Psychological, Supernatural",FINISHED,Studio Pierrot,FALL,2018.0,https://anilist.co/anime/102351
437,PERFECT BLUE,Perfect Blue,PERFECT BLUE,1.0,85.0,209122,"Drama, Horror, Psychological, Thriller",FINISHED,MADHOUSE,WINTER,1998.0,https://anilist.co/anime/437
99255,Shokugeki no Souma: San no Sara,Food Wars! The Third Plate,食戟のソーマ 餐ノ皿,12.0,78.0,208299,"Comedy, Ecchi",FINISHED,J.C.STAFF,FALL,2017.0,https://anilist.co/anime/99255
14513,Magi: The labyrinth of magic,Magi: The Labyrinth of Magic,マギ The labyrinth of magic,25.0,78.0,207857,"Action, Adventure, Fantasy",FINISHED,A-1 Pictures,FALL,2012.0,https://anilist.co/anime/14513
21875,No Game No Life Zero,"No Game, No Life Zero",ノーゲーム・ノーライフ ゼロ,1.0,80.0,207711,"Action, Adventure, Drama, Fantasy, Romance",FINISHED,MADHOUSE,SUMMER,2017.0,https://anilist.co/anime/21875
110349,GREAT PRETENDER,Great Pretender,GREAT PRETENDER,23.0,81.0,206738,"Action, Comedy, Drama, Thriller",FINISHED,WIT STUDIO,SPRING,2020.0,https://anilist.co/anime/110349
20727,Kekkai Sensen,Blood Blockade Battlefront,血界戦線,12.0,74.0,205708,"Action, Comedy, Supernatural",FINISHED,bones,SPRING,2015.0,https://anilist.co/anime/20727
146065,Mushoku Tensei II: Isekai Ittara Honki Dasu,Mushoku Tensei: Jobless Reincarnation Season 2,無職転生Ⅱ ～異世界行ったら本気だす～,13.0,81.0,205400,"Adventure, Drama, Ecchi, Fantasy",FINISHED,Studio Bind,SUMMER,2023.0,https://anilist.co/anime/146065
20668,Gekkan Shoujo Nozaki-kun,Monthly Girls' Nozaki-kun,月刊少女野崎くん,12.0,77.0,205223,"Comedy, Romance, Slice of Life",FINISHED,Doga Kobo,SUMMER,2014.0,https://anilist.co/anime/20668
223,Dragon Ball,Dragon Ball,ドラゴンボール,153.0,78.0,204611,"Action, Adventure, Comedy, Fantasy, Sci-Fi, Supernatural",FINISHED,Toei Animation,WINTER,1986.0,https://anilist.co/anime/223
97938,BORUTO: NARUTO NEXT GENERATIONS,Boruto: Naruto Next Generations,BORUTO-ボルト- NARUTO NEXT GENERATIONS,293.0,56.0,204415,"Action, Adventure, Fantasy",FINISHED,Studio Pierrot,SPRING,2017.0,https://anilist.co/anime/97938
47,AKIRA,Akira,AKIRA,1.0,79.0,203013,"Action, Adventure, Horror, Psychological, Sci-Fi, Supernatural",FINISHED,Tokyo Movie Shinsha,SUMMER,1988.0,https://anilist.co/anime/47
146984,Shingeki no Kyojin: The Final Season - Kanketsu-hen Zenpen,Attack on Titan Final Season THE FINAL CHAPTERS Special 1,進撃の巨人 The Final Season完結編 前編,1.0,87.0,201899,"Action, Drama, Fantasy, Mystery, Psychological",FINISHED,MAPPA,WINTER,2023.0,https://anilist.co/anime/146984
100922,Grand Blue,Grand Blue Dreaming,ぐらんぶる,12.0,82.0,201777,"Comedy, Slice of Life, Sports",FINISHED,Zero-G,SUMMER,2018.0,https://anilist.co/anime/100922
4181,CLANNAD: After Story,Clannad: After Story,ＣＬＡＮＮＡＤ ~After Story~ クラナド アフターストーリー,24.0,87.0,200928,"Drama, Romance, Slice of Life, Supernatural",FINISHED,Kyoto Animation,FALL,2008.0,https://anilist.co/anime/4181
100723,Boku no Hero Academia THE MOVIE: Futari no Hero,My Hero Academia: Two Heroes,僕のヒーローアカデミア THE MOVIE 〜2人の英雄〜,1.0,74.0,199803,"Action, Comedy, Drama, Sci-Fi",FINISHED,bones,SUMMER,2018.0,https://anilist.co/anime/100723
159831,Zom 100: Zombie ni Naru Made ni Shitai 100 no Koto,Zom 100: Bucket List of the Dead,ゾン100～ゾンビになるまでにしたい100のこと～,12.0,77.0,198759,"Action, Comedy, Horror, Supernatural",FINISHED,BUG FILMS,SUMMER,2023.0,https://anilist.co/anime/159831
21127,Steins;Gate 0,Steins;Gate 0,シュタインズ・ゲート ゼロ,23.0,84.0,198227,"Drama, Psychological, Sci-Fi, Thriller",FINISHED,WHITE FOX,SPRING,2018.0,https://anilist.co/anime/21127
109261,Go-toubun no Hanayome ∬,The Quintessential Quintuplets 2,五等分の花嫁∬,12.0,79.0,197995,"Comedy, Drama, Romance, Slice of Life",FINISHED,Bibury Animation Studios,WINTER,2021.0,https://anilist.co/anime/109261
103139,Domestic na Kanojo,Domestic Girlfriend,ドメスティックな彼女,12.0,64.0,197500,"Drama, Ecchi, Romance",FINISHED,diomedéa,WINTER,2019.0,https://anilist.co/anime/103139
99629,Satsuriku no Tenshi,Angels of Death,殺戮の天使,12.0,67.0,196422,"Action, Adventure, Horror, Psychological, Thriller",FINISHED,J.C.STAFF,SUMMER,2018.0,https://anilist.co/anime/99629
108759,Sword Art Online: Alicization - War of Underworld,Sword Art Online: Alicization - War of Underworld,ソードアート・オンライン アリシゼーション War of Underworld,12.0,75.0,195571,"Action, Adventure, Fantasy",FINISHED,A-1 Pictures,FALL,2019.0,https://anilist.co/anime/108759
108489,Yahari Ore no Seishun Love Come wa Machigatteiru. Kan,My Teen Romantic Comedy SNAFU Climax!,やはり俺の青春ラブコメはまちがっている。完,12.0,82.0,195525,"Comedy, Drama, Romance, Slice of Life",FINISHED,feel.,SUMMER,2020.0,https://anilist.co/anime/108489
113717,Ousama Ranking,Ranking of Kings,王様ランキング,23.0,84.0,194673,"Action, Adventure, Drama, Fantasy",FINISHED,WIT STUDIO,FALL,2021.0,https://anilist.co/anime/113717
114129,Gintama: THE FINAL,Gintama: THE VERY FINAL,銀魂 THE FINAL,1.0,91.0,47820,"Action, Comedy, Drama, Sci-Fi",FINISHED,Bandai Namco Pictures,WINTER,2021.0,https://anilist.co/anime/114129
20635,Dragon Ball Kai (2014),Dragon Ball Z Kai: The Final Chapters,ドラゴンボール改 (2014),69.0,75.0,47808,"Action, Adventure, Comedy",FINISHED,Toei Animation,SPRING,2014.0,https://anilist.co/anime/20635
21104,Nanatsu no Taizai OVA,The Seven Deadly Sins OVA,七つの大罪 OAD,2.0,72.0,47786,"Action, Adventure, Fantasy",FINISHED,A-1 Pictures,SUMMER,2015.0,https://anilist.co/anime/21104
442,NARUTO: Dai Katsugeki! Yuki Hime Ninpouchou Dattebayo!!,Naruto the Movie: Ninja Clash in the Land of Snow,劇場版 NARUTO -ナルト- 大活劇!雪姫忍法帖だってばよ!!,1.0,67.0,47770,"Action, Adventure, Comedy, Drama, Supernatural",FINISHED,Studio Pierrot,SUMMER,2004.0,https://anilist.co/anime/442
121176,Honzuki no Gekokujou: Shisho ni Naru Tame ni wa Shudan wo Erandeiraremasen 3rd Season,Ascendance of a Bookworm Season 3,本好きの下剋上 司書になるためには手段を選んでいられません 第3期,10.0,79.0,47750,"Drama, Fantasy, Slice of Life",FINISHED,Ajiado,SPRING,2022.0,https://anilist.co/anime/121176
139310,Boku ga Aishita Subete no Kimi e,To Every You I’ve Loved Before,僕が愛したすべての君へ,1.0,74.0,47746,"Romance, Sci-Fi",FINISHED,BAKKEN RECORD,FALL,2022.0,https://anilist.co/anime/139310
101,AIR,Air,AIR,13.0,68.0,47693,"Drama, Romance, Slice of Life, Supernatural",FINISHED,Kyoto Animation,WINTER,2005.0,https://anilist.co/anime/101
138056,Shuumatsu no Valkyrie II,Record of Ragnarok II,終末のワルキューレⅡ,10.0,75.0,47685,"Action, Drama, Fantasy, Supernatural",FINISHED,Graphinica,WINTER,2023.0,https://anilist.co/anime/138056
8407,Sora no Otoshimono: Forte,Heaven's Lost Property: Forte,そらのおとしものf（フォルテ）,12.0,70.0,47682,"Comedy, Ecchi, Romance, Sci-Fi, Slice of Life, Supernatural",FINISHED,AIC A.S.T.A.,FALL,2010.0,https://anilist.co/anime/8407
2787,Shakugan no Shana II (Second),Shakugan no Shana: Season II ,灼眼のシャナⅡ(Second),24.0,72.0,47662,"Action, Comedy, Drama, Fantasy, Romance",FINISHED,J.C.STAFF,FALL,2007.0,https://anilist.co/anime/2787
108891,Kono Oto Tomare! 2,Kono Oto Tomare!: Sounds of Life Season 2,この音とまれ！2,13.0,83.0,47657,"Drama, Music, Romance, Slice of Life",FINISHED,Platinum Vision,FALL,2019.0,https://anilist.co/anime/108891
175019,Nageki no Bourei wa Intai Shitai,Let This Grieving Soul Retire,嘆きの亡霊は引退したい ,13.0,69.0,47627,"Action, Comedy, Fantasy",FINISHED,Zero-G,FALL,2024.0,https://anilist.co/anime/175019
175443,Honey Lemon Soda,Honey Lemon Soda,ハニーレモンソーダ,12.0,71.0,47614,Romance,FINISHED,J.C.STAFF,WINTER,2025.0,https://anilist.co/anime/175443
100749,Mirai no Mirai,Mirai,未来のミライ,1.0,71.0,47562,"Adventure, Comedy, Drama, Fantasy, Slice of Life",FINISHED,Studio Chizu,SUMMER,2018.0,https://anilist.co/anime/100749
173693,Hitoribocchi no Isekai Kouryaku,Loner Life in Another World,ひとりぼっちの異世界攻略,12.0,65.0,47531,"Action, Adventure, Fantasy",FINISHED,Hayabusa Film,FALL,2024.0,https://anilist.co/anime/173693
13535,Binbougami ga!,Good Luck Girl!,貧乏神が!,13.0,74.0,47519,"Adventure, Comedy, Supernatural",FINISHED,Sunrise,SUMMER,2012.0,https://anilist.co/anime/13535
21637,Uchuu Patrol Luluco,Space Patrol Luluco,宇宙パトロールルル子,13.0,73.0,47508,"Action, Adventure, Comedy, Romance, Sci-Fi",FINISHED,TRIGGER,SPRING,2016.0,https://anilist.co/anime/21637
11553,Toradora!: Bentou no Gokui,Toradora!: Bento Battle,とらドラ！ 弁当の極意,1.0,71.0,47471,"Comedy, Romance, Slice of Life",FINISHED,J.C.STAFF,WINTER,2011.0,https://anilist.co/anime/11553
153452,Ousama Ranking: Yuuki no Takarabako,Ranking of Kings: The Treasure Chest of Courage,王様ランキング 勇気の宝箱,10.0,74.0,47443,"Action, Adventure, Drama, Fantasy",FINISHED,WIT STUDIO,SPRING,2023.0,https://anilist.co/anime/153452
20767,Date A Live II: Kurumi Star Festival,,デート・ア・ライブ II 狂三スターフェスティバル,1.0,76.0,47425,"Fantasy, Romance, Slice of Life",FINISHED,AIC Plus+,FALL,2014.0,https://anilist.co/anime/20767
100891,Kengan Ashura,KENGAN ASHURA Part I,ケンガンアシュラ,12.0,72.0,47400,"Action, Sports",FINISHED,Larx Entertainment,SUMMER,2019.0,https://anilist.co/anime/100891
6811,Inuyasha: Kanketsu-hen,InuYasha: The Final Act,犬夜叉 完結編,26.0,80.0,47394,"Action, Adventure, Comedy, Fantasy, Romance",FINISHED,Sunrise,FALL,2009.0,https://anilist.co/anime/6811
21425,Kuroshitsuji: Book of the Atlantic,Black Butler: Book of the Atlantic,黒執事 Book of the Atlantic,1.0,80.0,47379,"Action, Comedy, Fantasy, Mystery, Supernatural",FINISHED,A-1 Pictures,WINTER,2017.0,https://anilist.co/anime/21425
5300,Zoku Natsume Yuujinchou,Natsume's Book of Friends Season 2,続 夏目友人帳,13.0,83.0,47350,"Drama, Fantasy, Slice of Life, Supernatural",FINISHED,Brain's Base,WINTER,2009.0,https://anilist.co/anime/5300
8557,Shinryaku! Ika Musume,Squid Girl,侵略!イカ娘,12.0,72.0,47248,"Comedy, Slice of Life",FINISHED,diomedéa,FALL,2010.0,https://anilist.co/anime/8557
154412,Megami no Café Terrace,The Café Terrace and Its Goddesses,女神のカフェテラス,12.0,71.0,47205,"Comedy, Ecchi, Romance",FINISHED,Tezuka Productions,SPRING,2023.0,https://anilist.co/anime/154412
20806,Cross Ange: Tenshi to Ryuu no Rondo,Cross Ange: Rondo of Angel and Dragon,クロスアンジュ 天使と竜の輪舞,25.0,69.0,47204,"Action, Ecchi, Mecha, Romance, Sci-Fi",FINISHED,Sunrise,FALL,2014.0,https://anilist.co/anime/20806
113950,SSSS.DYNAZENON,SSSS.DYNAZENON,SSSS.DYNAZENON,12.0,74.0,47184,"Action, Mecha, Romance, Sci-Fi",FINISHED,TRIGGER,SPRING,2021.0,https://anilist.co/anime/113950
148109,Yuusha ga Shinda!,The Legendary Hero is Dead!,勇者が死んだ！,12.0,63.0,47173,"Action, Adventure, Comedy, Ecchi, Fantasy",FINISHED,LIDENFILMS,SPRING,2023.0,https://anilist.co/anime/148109
21791,Bungou Stray Dogs: Hitori Ayumu,Bungo Stray Dogs 2: Walking Alone,文豪ストレイドッグス 『独り歩む』;,1.0,76.0,47159,"Action, Comedy, Mystery, Supernatural",FINISHED,bones,SUMMER,2017.0,https://anilist.co/anime/21791
177474,Tougen Anki,TOUGEN ANKI,桃源暗鬼,24.0,65.0,47106,"Action, Mystery, Supernatural",RELEASING,Studio Hibari,SUMMER,2025.0,https://anilist.co/anime/177474
169441,Watashi no Shiawase na Kekkon 2nd Season,My Happy Marriage Season 2,わたしの幸せな結婚 第二期,13.0,74.0,47104,"Drama, Romance, Supernatural",FINISHED,Kinema Citrus,WINTER,2025.0,https://anilist.co/anime/169441
4752,Vampire Knight Guilty,Vampire Knight: Guilty,ヴァンパイア騎士,13.0,64.0,47019,"Drama, Mystery, Romance, Supernatural",FINISHED,Studio DEEN,FALL,2008.0,https://anilist.co/anime/4752
433,"Kumo no Mukou, Yakusoku no Basho",The Place Promised in Our Early Days,雲のむこう、約束の場所,1.0,68.0,47000,"Drama, Romance, Sci-Fi",FINISHED,CoMix Wave,FALL,2004.0,https://anilist.co/anime/433
172190,Kimi wa Meido-sama.,You are Ms. Servant,君は冥土様。,12.0,69.0,46941,"Comedy, Romance, Slice of Life",FINISHED,Felix Film,FALL,2024.0,https://anilist.co/anime/172190
163135,Maou 2099,DEMON LORD 2099,魔王2099,12.0,73.0,46840,"Action, Comedy, Drama, Fantasy, Sci-Fi",FINISHED,J.C.STAFF,FALL,2024.0,https://anilist.co/anime/163135
99131,Comic Girls,Comic Girls,こみっくがーるず,12.0,72.0,46831,"Comedy, Slice of Life",FINISHED,Nexus,SPRING,2018.0,https://anilist.co/anime/99131
12115,Berserk: Ougon Jidai-hen III - Kourin,Berserk: The Golden Age Arc III - The Advent,ベルセルク 黄金時代篇Ⅲ 降臨,1.0,79.0,46828,"Action, Adventure, Drama, Fantasy, Horror, Supernatural",FINISHED,Studio 4°C,WINTER,2013.0,https://anilist.co/anime/12115
15085,AMNESIA,AMNESIA,AMNESIA,12.0,53.0,46819,"Fantasy, Mystery, Romance",FINISHED,Brain's Base,WINTER,2013.0,https://anilist.co/anime/15085
4975,ChäoS;HEAd,ChäoS;HEAd,カオスヘッド,12.0,56.0,46813,"Mystery, Psychological, Sci-Fi, Supernatural",FINISHED,MADHOUSE,FALL,2008.0,https://anilist.co/anime/4975
8460,Mirai Nikki OVA,,未来日記,1.0,65.0,46801,"Action, Supernatural",FINISHED,Asread,FALL,2010.0,https://anilist.co/anime/8460
164244,Oroka na Tenshi wa Akuma to Odoru,The Foolish Angel Dances with the Devil,愚かな天使は悪魔と踊る,12.0,67.0,46554,"Comedy, Romance, Supernatural",FINISHED,Children's Playground Entertainment,WINTER,2024.0,https://anilist.co/anime/164244
110355,Golden Kamuy 3rd Season,Golden Kamuy Season 3,ゴールデンカムイ 第三期,12.0,83.0,46539,"Action, Adventure, Comedy",FINISHED,Geno Studio,FALL,2020.0,https://anilist.co/anime/110355
1530,Kanon (2006),Kanon (2006),カノン (2006),24.0,76.0,46535,"Drama, Romance, Slice of Life, Supernatural",FINISHED,Kyoto Animation,FALL,2006.0,https://anilist.co/anime/1530
156131,"Shin no Nakama ja Nai to Yuusha no Party wo Oidasareta node, Henkyou de Slow Life suru Koto ni shimashita 2nd","Banished from the Hero’s Party, I Decided to Live a Quiet Life in the Countryside Season 2",真の仲間じゃないと勇者のパーティーを追い出されたので、辺境でスローライフすることにしました 2nd,12.0,68.0,46507,"Action, Adventure, Fantasy, Romance, Slice of Life",FINISHED,Studio Flad,WINTER,2024.0,https://anilist.co/anime/156131
21557,Qualidea Code,,クオリディア・コード,12.0,61.0,46499,"Action, Fantasy, Supernatural",FINISHED,A-1 Pictures,SUMMER,2016.0,https://anilist.co/anime/21557
182309,Grand Blue Season 2,Grand Blue Dreaming Season 2,ぐらんぶる Season 2,12.0,83.0,46475,"Comedy, Slice of Life, Sports",FINISHED,Zero-G,SUMMER,2025.0,https://anilist.co/anime/182309
170468,Raise wa Tanin ga Ii,Yakuza Fiancé: Raise wa Tanin ga Ii,来世は他人がいい,12.0,71.0,46454,"Comedy, Drama, Romance",FINISHED,Studio DEEN,FALL,2024.0,https://anilist.co/anime/170468
21660,Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka: Dungeon ni Onsen wo Motomeru no wa Machigatteiru Darou ka,Is It Wrong to Try to Pick Up Girls in a Dungeon?: Is It Wrong to Expect a Hot Spring in a Dungeon?,ダンジョンに出会いを求めるのは間違っているだろうか ダンジョンに温泉を求めるのは 間違っているだろうか,1.0,67.0,46454,"Adventure, Comedy, Ecchi, Fantasy, Romance",FINISHED,J.C.STAFF,FALL,2016.0,https://anilist.co/anime/21660
21874,Trinity Seven Movie - Yuukyuu Toshokan to Renkinjutsu Shoujo,Trinity Seven: Eternal Library & Alchemic Girl,劇場版 トリニティセブン -悠久図書館と錬金術少女-,1.0,69.0,46421,"Action, Comedy, Ecchi, Fantasy, Romance",FINISHED,Seven Arcs,WINTER,2017.0,https://anilist.co/anime/21874
147864,Onii-chan wa Oshimai!,ONIMAI: I'm Now Your Sister!,お兄ちゃんはおしまい！,12.0,75.0,62071,"Comedy, Ecchi, Slice of Life",FINISHED,Studio Bind,WINTER,2023.0,https://anilist.co/anime/147864
87486,Boku no Hero Academia: Sukue! Kyuujo Kunren!,,僕のヒーローアカデミア救え!救助訓練!,1.0,70.0,62061,"Action, Adventure, Comedy, Supernatural",FINISHED,bones,SPRING,2017.0,https://anilist.co/anime/87486
148116,Hyouken no Majutsushi ga Sekai wo Suberu,The Iceblade Sorcerer Shall Rule the World,冰剣の魔術師が世界を統べる,12.0,63.0,62013,"Action, Adventure, Fantasy",FINISHED,CLOUDHEARTS,WINTER,2023.0,https://anilist.co/anime/148116
10790,Kore wa Zombie desu ka? of the Dead,Is this A Zombie? of the Dead,これはゾンビですか？オブ・ザ・デッド,10.0,71.0,62009,"Action, Comedy, Ecchi, Supernatural",FINISHED,Studio DEEN,SPRING,2012.0,https://anilist.co/anime/10790
127271,Ryuu to Sobakasu no Hime,BELLE,竜とそばかすの姫,1.0,73.0,61976,"Drama, Music, Mystery, Sci-Fi",FINISHED,Studio Chizu,SUMMER,2021.0,https://anilist.co/anime/127271
20514,PSYCHO-PASS Movie,PSYCHO-PASS: The Movie,劇場版 PSYCHO-PASS サイコパス,1.0,75.0,61878,"Action, Sci-Fi",FINISHED,Production I.G,WINTER,2015.0,https://anilist.co/anime/20514
151379,Akiba Meido Sensou,Akiba Maid War,アキバ冥途戦争,12.0,74.0,61867,"Action, Comedy, Drama",FINISHED,P.A.WORKS,FALL,2022.0,https://anilist.co/anime/151379
98977,Itsudatte Bokura no Koi wa 10 cm Datta.,Our love has always been 10 centimeters apart.,いつだって僕らの恋は10センチだった。,6.0,72.0,61857,"Drama, Romance, Slice of Life",FINISHED,Lay-duce,FALL,2017.0,https://anilist.co/anime/98977
19111,Love Live! School idol project 2nd Season,Love Live! School Idol Project 2nd Season,ラブライブ! School idol project 2期,13.0,76.0,61739,"Music, Slice of Life",FINISHED,Sunrise,SPRING,2014.0,https://anilist.co/anime/19111
182896,Boku no Hero Academia FINAL SEASON,My Hero Academia FINAL SEASON,僕のヒーローアカデミア FINAL SEASON,,81.0,61696,"Action, Adventure",RELEASING,bones film,FALL,2025.0,https://anilist.co/anime/182896
117533,Hataraku Saibou BLACK,Cells at Work! CODE BLACK,はたらく細胞BLACK,13.0,73.0,61435,"Action, Drama, Sci-Fi",FINISHED,LIDENFILMS,WINTER,2021.0,https://anilist.co/anime/117533
163076,Akuyaku Reijou Level 99: Watashi wa Ura Boss desu ga Maou de wa Arimasen,Villainess Level 99: I May Be the Hidden Boss but I'm Not the Demon Lord,悪役令嬢レベル99 ～私は裏ボスですが魔王ではありません～,12.0,71.0,61429,"Comedy, Fantasy, Romance",FINISHED,Jumondou,WINTER,2024.0,https://anilist.co/anime/163076
114840,Koi to Yobu ni wa Kimochi Warui,Koikimo,恋と呼ぶには気持ち悪い,12.0,68.0,61423,"Comedy, Romance, Slice of Life",FINISHED,Nomad,SPRING,2021.0,https://anilist.co/anime/114840
99698,Ousama Game The Animation,King's Game,王様ゲーム The Animation,12.0,45.0,61314,"Drama, Horror, Mystery, Supernatural",FINISHED,Seven,FALL,2017.0,https://anilist.co/anime/99698
161474,Seishun Buta Yarou wa Randoseru Girl no Yume wo Minai,Rascal Does Not Dream of a Knapsack Kid,青春ブタ野郎はランドセルガールの夢を見ない,1.0,83.0,61300,"Drama, Psychological, Romance, Supernatural",FINISHED,CloverWorks,FALL,2023.0,https://anilist.co/anime/161474
110178,Isekai Quartet 2,Isekai Quartet 2,異世界かるてっと 2,12.0,72.0,61044,"Comedy, Fantasy, Slice of Life",FINISHED,Studio PuYUKAI,WINTER,2020.0,https://anilist.co/anime/110178
8516,Baka to Test to Shoukanjuu Ni!,Baka and Test - Summon the Beasts 2,バカとテストと召喚獣 にっ！,13.0,73.0,60932,"Comedy, Romance, Slice of Life",FINISHED,SILVER LINK.,SUMMER,2011.0,https://anilist.co/anime/8516
20771,"Ore ga Ojou-sama Gakkou ni ""Shomin Sample"" Toshite Gets-Sareta Ken",Shomin Sample,俺がお嬢様学校に「庶民サンプル」としてゲッツされた件,12.0,63.0,60856,"Comedy, Ecchi, Romance",FINISHED,SILVER LINK.,FALL,2015.0,https://anilist.co/anime/20771
