id,title_romaji,title_english,title_native,format,episodes,duration,source,country,isAdult,score,meanScore,popularity,favourites,trending,genres,tags,status,studio,season,start_year,url
16498,Shingeki no Kyojin,Attack on Titan,進撃の巨人,TV,25.0,24.0,MANGA,JP,False,85.0,85.0,912565,55010,13,"Action, Drama, Fantasy, Mystery","Kaiju, Revenge, Tragedy, Military, Post-Apocalyptic, Primarily Teen Cast, Super Power, Male Protagonist, Henshin, Gore, Swordplay, Memory Manipulation, Steampunk, Dystopian, Vore, Ensemble Cast, Orphan, Espionage, Cannibalism, Kuudere, Shounen, Coming of Age, Suicide, Survival, Medieval, Time Skip, Amnesia, Rural, CGI, Primarily Male Cast, Adoption",FINISHED,WIT STUDIO,SPRING,2013,https://anilist.co/anime/16498
101922,Kimetsu no Yaiba,Demon Slayer: Kimetsu no Yaiba,鬼滅の刃,TV,26.0,24.0,MANGA,JP,False,82.0,82.0,866659,41838,17,"Action, Adventure, Drama, Fantasy, Supernatural","Demons, Shounen, Swordplay, Male Protagonist, Vampire, Tragedy, Primarily Teen Cast, Travel, Monster Girl, Revenge, Orphan, CGI, Gore, Primarily Male Cast, Mythology, Rural, Slapstick, Historical, Super Power, Rotoscoping, Body Horror, Curses, Chibi, Time Skip, Snowscape, Animals, Food",FINISHED,ufotable,SPRING,2019,https://anilist.co/anime/101922
1535,DEATH NOTE,Death Note,DEATH NOTE,TV,37.0,23.0,MANGA,JP,False,84.0,84.0,830712,43666,12,"Mystery, Psychological, Supernatural, Thriller","Crime, Detective, Anti-Hero, Male Protagonist, Police, Fugitive, Philosophy, Primarily Adult Cast, Kuudere, Gods, Memory Manipulation, Urban Fantasy, Primarily Male Cast, Urban, Unrequited Love, Amnesia, Yandere, Espionage, Shounen, Suicide, Tragedy, Acting, Tennis, Time Skip, Assassins, Achronological Order, Asexual",FINISHED,MADHOUSE,FALL,2006,https://anilist.co/anime/1535
113415,Jujutsu Kaisen,JUJUTSU KAISEN,呪術廻戦,TV,24.0,24.0,MANGA,JP,False,84.0,84.0,820501,48820,13,"Action, Drama, Supernatural","Urban Fantasy, Shounen, Youkai, Super Power, Curses, Male Protagonist, Primarily Teen Cast, Exorcism, Dissociative Identities, Demons, Orphan, Urban, Body Horror, Magic, Martial Arts, Primarily Male Cast, Ensemble Cast, Shapeshifting, Gore, School, Swordplay, Anthropomorphism, Rotoscoping, Slapstick, Mythology, Surreal Comedy, Twins, Boarding School, Baseball",FINISHED,MAPPA,FALL,2020,https://anilist.co/anime/113415
21459,Boku no Hero Academia,My Hero Academia,僕のヒーローアカデミア,TV,13.0,24.0,MANGA,JP,False,76.0,76.0,769627,20532,7,"Action, Adventure, Comedy","Super Power, Superhero, Shounen, Primarily Teen Cast, Male Protagonist, Urban Fantasy, School, Ensemble Cast, Coming of Age, Bullying, Cultivation, Primarily Male Cast, Prison",FINISHED,bones,SPRING,2016,https://anilist.co/anime/21459
11061,HUNTER×HUNTER (2011),Hunter x Hunter (2011),HUNTER×HUNTER (2011),TV,148.0,24.0,MANGA,JP,False,89.0,89.0,734970,69578,20,"Action, Adventure, Fantasy","Shounen, Super Power, Male Protagonist, Tragedy, Martial Arts, Ensemble Cast, Travel, Philosophy, Primarily Male Cast, Revenge, Chimera, Primarily Teen Cast, Crime, Virtual World, Anthropomorphism, Assassins, Urban Fantasy, Environmental, Coming of Age, Mafia, Anti-Hero, Card Battle, Gangs, Body Horror, Transgender, Animals, Politics, Shogi, Video Games, Board Game, Yandere",FINISHED,MADHOUSE,FALL,2011,https://anilist.co/anime/11061
21087,One Punch Man,One-Punch Man,ワンパンマン,TV,12.0,24.0,MANGA,JP,False,83.0,83.0,682430,24795,10,"Action, Comedy, Sci-Fi, Supernatural","Superhero, Super Power, Parody, Male Protagonist, Satire, Urban Fantasy, Surreal Comedy, Urban, Cyborg, Primarily Adult Cast, Kaiju, Seinen, Aliens, Cultivation, Primarily Male Cast, Gods, Martial Arts, Demons, Henshin",FINISHED,MADHOUSE,FALL,2015,https://anilist.co/anime/21087
20605,Tokyo Ghoul,Tokyo Ghoul,東京喰種 トーキョーグール,TV,12.0,24.0,MANGA,JP,False,75.0,75.0,651412,17943,5,"Action, Drama, Horror, Mystery, Psychological, Supernatural","Gore, Urban Fantasy, Tragedy, Survival, Body Horror, Torture, Male Protagonist, Seinen, Anti-Hero, Coming of Age, Cannibalism, Urban, Police, Detective, Crime, Henshin, Primarily Adult Cast, Mythology, College, Heterosexual, Military",FINISHED,Studio Pierrot,SUMMER,2014,https://anilist.co/anime/20605
20958,Shingeki no Kyojin Season 2,Attack on Titan Season 2,進撃の巨人 Season２,TV,12.0,25.0,MANGA,JP,False,84.0,84.0,644272,14257,5,"Action, Drama, Fantasy, Mystery","Survival, Post-Apocalyptic, Shapeshifting, Tragedy, Espionage, Military, Kaiju, Dystopian, Primarily Teen Cast, Gore, Revenge, Politics, Henshin, Anti-Hero, Ensemble Cast, Super Power, Shounen, Male Protagonist, Incest, Cult, Kuudere, Dissociative Identities, Coming of Age, Steampunk, Cannibalism, Primarily Male Cast, CGI, Swordplay, Primarily Adult Cast, Unrequited Love, Matriarchy, Rural, Medieval",FINISHED,WIT STUDIO,SPRING,2017,https://anilist.co/anime/20958
21,ONE PIECE,ONE PIECE,ONE PIECE,TV,null,24.0,MANGA,JP,False,88.0,88.0,635733,88996,84,"Action, Adventure, Comedy, Drama, Fantasy","Pirates, Travel, Shounen, Ensemble Cast, Super Power, Found Family, Male Protagonist, Ships, Conspiracy, Slapstick, Tragedy, Time Skip, Politics, War, Slavery, Dystopian, Fugitive, Crime, Gods, Philosophy, Swordplay, Lost Civilization, Monster Boy, Henshin, Prison, Anthropomorphism, Food, Shapeshifting, Cyborg, Robots, Primarily Adult Cast, Medicine, Samurai, Animals, Guns, Desert, Skeleton, Anti-Hero, Anachronism, Asexual, Espionage, Dragons, Monster Girl, Marriage, Artificial Intelligence, Demons, Post-Apocalyptic, Drugs, Fairy, Kuudere, Assassins, Battle Royale, Revenge, Aromantic, Ninja, Adoption, Nudity, Mermaid, Gender Bending, Time Manipulation, Clone, Musical Theater, Arranged Marriage, Zombie, Angels, Trains, CGI, Unrequited Love, Kabuki",RELEASING,Toei Animation,FALL,1999,https://anilist.co/anime/21
5114,Hagane no Renkinjutsushi: FULLMETAL ALCHEMIST,Fullmetal Alchemist: Brotherhood,鋼の錬金術師 FULLMETAL ALCHEMIST,TV,64.0,25.0,MANGA,JP,False,90.0,90.0,634483,52490,13,"Action, Adventure, Drama, Fantasy","Alchemy, Conspiracy, Military, War, Tragedy, Shounen, Politics, Male Protagonist, Philosophy, Ensemble Cast, Coming of Age, Fugitive, Super Power, Foreign, Gods, Steampunk, Disability, Cyborg, Revenge, Necromancy, Lost Civilization, Anachronism, Chimera, Dissociative Identities, Religion, Travel, Primarily Male Cast, Gore, Body Horror, Slapstick, Urban Fantasy, Kuudere, Shapeshifting, Guns, Demons, Chibi, Tomboy, Swordplay, Adoption, Trains, Cannibalism, Heterosexual, Desert, Tanned Skin, Vore, Tsundere, Crossdressing, Snowscape",FINISHED,bones,SPRING,2009,https://anilist.co/anime/5114
11757,Sword Art Online,Sword Art Online,ソードアート・オンライン,TV,25.0,23.0,LIGHT_NOVEL,JP,False,69.0,69.0,633854,18178,3,"Action, Adventure, Fantasy, Romance","Virtual World, Isekai, Death Game, Video Games, Male Protagonist, Swordplay, Primarily Teen Cast, Heterosexual, Primarily Female Cast, Female Harem, Time Skip, Artificial Intelligence, Fairy, Found Family, Unrequited Love, Travel, Tragedy, Prison, Rescue, Fishing, Amnesia, Rape, Shounen, Primarily Male Cast, Inseki, Medieval",FINISHED,A-1 Pictures,SUMMER,2012,https://anilist.co/anime/11757
20,NARUTO,Naruto,NARUTO -ナルト-,TV,220.0,23.0,MANGA,JP,False,80.0,80.0,632067,28570,14,"Action, Adventure, Comedy, Drama, Fantasy, Supernatural","Ninja, Shounen, Coming of Age, Male Protagonist, Super Power, Orphan, Cultivation, Martial Arts, Revenge, Found Family, Primarily Child Cast, Shapeshifting, Ensemble Cast, Anachronism, Bullying, Kaiju, Necromancy, Travel, Estranged Family, Slapstick, Gender Bending, Unrequited Love, Heterosexual, School, Assassins, Battle Royale, Anthropomorphism, Love Triangle",FINISHED,Studio Pierrot,FALL,2002,https://anilist.co/anime/20
21519,Kimi no Na wa.,Your Name.,君の名は。,MOVIE,1.0,107.0,ORIGINAL,JP,False,85.0,85.0,622194,34249,6,"Drama, Romance, Supernatural","Body Swapping, Time Manipulation, Urban Fantasy, Coming of Age, Memory Manipulation, Tragedy, Urban, Rural, Gender Bending, Heterosexual, Primarily Teen Cast, Time Skip, Environmental, Mythology, Male Protagonist, Alternate Universe, Trains, Shrine Maiden, School",FINISHED,CoMix Wave,SUMMER,2016,https://anilist.co/anime/21519
20954,Koe no Katachi,A Silent Voice,聲の形,MOVIE,1.0,130.0,MANGA,JP,False,88.0,88.0,612887,44298,7,"Drama, Romance, Slice of Life","Disability, Bullying, Rehabilitation, Language Barrier, Coming of Age, Suicide, Tragedy, Male Protagonist, Primarily Teen Cast, School, Time Skip, Heterosexual, Female Protagonist, POV, Urban, Shounen, Unrequited Love",FINISHED,Kyoto Animation,SUMMER,2016,https://anilist.co/anime/20954
99147,Shingeki no Kyojin Season 3,Attack on Titan Season 3,進撃の巨人 Season３,TV,12.0,24.0,MANGA,JP,False,85.0,85.0,601519,14254,7,"Action, Drama, Fantasy, Mystery","Conspiracy, Military, Tragedy, Shapeshifting, Politics, Memory Manipulation, Dystopian, Fugitive, Male Protagonist, Revenge, Henshin, Super Power, Crime, Kaiju, Gore, Survival, Shounen, Yandere, Guns, Ensemble Cast, Matriarchy, Anti-Hero, Primarily Male Cast, CGI, Steampunk, Torture, Swordplay, Primarily Adult Cast, Kuudere, Crossdressing, Medieval",FINISHED,WIT STUDIO,SUMMER,2018,https://anilist.co/anime/99147
21856,Boku no Hero Academia 2,My Hero Academia Season 2,僕のヒーローアカデミア２,TV,25.0,24.0,MANGA,JP,False,79.0,79.0,585361,8607,8,"Action, Adventure, Comedy","Super Power, Superhero, Shounen, School, Primarily Teen Cast, Male Protagonist, Cultivation, Ensemble Cast, Urban Fantasy, Revenge, Primarily Male Cast, Bisexual, Tomboy, Heterosexual, Bar, Cheerleading",FINISHED,bones,SPRING,2017,https://anilist.co/anime/21856
101759,Yakusoku no Neverland,The Promised Neverland,約束のネバーランド,TV,12.0,23.0,MANGA,JP,False,83.0,83.0,569561,17661,3,"Drama, Fantasy, Horror, Mystery, Psychological, Thriller","Dystopian, Survival, Primarily Child Cast, Orphan, Tragedy, Found Family, Demons, Coming of Age, Female Protagonist, Gore, Ensemble Cast, Shounen, Male Protagonist, Tanned Skin",FINISHED,CloverWorks,WINTER,2019,https://anilist.co/anime/101759
110277,Shingeki no Kyojin: The Final Season,Attack on Titan Final Season,進撃の巨人 The Final Season,TV,16.0,24.0,MANGA,JP,False,86.0,86.0,561090,19344,4,"Action, Drama, Fantasy, Mystery","War, Tragedy, Military, Kaiju, Anti-Hero, Revenge, Politics, Dystopian, Survival, Time Skip, Ensemble Cast, Shapeshifting, Male Protagonist, Super Power, Primarily Male Cast, Shounen, Steampunk, Henshin, Coastal, Swordplay, Primarily Adult Cast, Conspiracy, Terrorism, Espionage, Gore, Philosophy, CGI, Body Horror, Foreign, Guns, Memory Manipulation, Matriarchy, Rotoscoping, Dissociative Identities, Rural, Kuudere",FINISHED,MAPPA,WINTER,2020,https://anilist.co/anime/110277
20755,Ansatsu Kyoushitsu,Assassination Classroom,暗殺教室,TV,22.0,23.0,MANGA,JP,False,79.0,79.0,556094,16023,4,"Action, Comedy, Drama, Supernatural","Assassins, School, Teacher, Primarily Teen Cast, Shounen, Ensemble Cast, Tentacles, Aliens, Anti-Hero, Super Power, Crime, Guns, Male Protagonist, Bullying, Found Family, Episodic, Artificial Intelligence, Baseball, Femboy, School Club, Tragedy, Suicide",FINISHED,Lerche,WINTER,2015,https://anilist.co/anime/20755
21507,Mob Psycho 100,Mob Psycho 100,モブサイコ100,TV,12.0,24.0,MANGA,JP,False,84.0,84.0,546367,27936,6,"Action, Comedy, Drama, Psychological, Slice of Life, Supernatural","Super Power, Coming of Age, Urban Fantasy, Philosophy, Ghost, Primarily Teen Cast, Satire, Parody, Male Protagonist, Urban, Surreal Comedy, Exorcism, Shounen, Disability, Primarily Male Cast, Conspiracy, School, Slapstick, Demons, Delinquents, School Club, Bullying, Fitness, Gangs, Cult, Family Life, Dissociative Identities, Unrequited Love, Curses",FINISHED,bones,SUMMER,2016,https://anilist.co/anime/21507
20665,Shigatsu wa Kimi no Uso,Your lie in April,四月は君の嘘,TV,22.0,23.0,MANGA,JP,False,84.0,84.0,537357,26749,2,"Drama, Music, Romance, Slice of Life","Tragedy, Classical Music, Primarily Teen Cast, Disability, Coming of Age, Rehabilitation, Male Protagonist, Love Triangle, Female Protagonist, Shounen, Heterosexual, Unrequited Love, School, Philosophy, CGI, Tsundere, Slapstick, Tomboy, Ancient China",FINISHED,A-1 Pictures,FALL,2014,https://anilist.co/anime/20665
21234,Boku dake ga Inai Machi,ERASED,僕だけがいない街,TV,12.0,23.0,MANGA,JP,False,81.0,81.0,536661,19711,3,"Drama, Mystery, Psychological, Supernatural, Thriller","Age Regression, Time Manipulation, Crime, Tragedy, Time Skip, Primarily Child Cast, Male Protagonist, Detective, Snowscape, Urban Fantasy, Super Power, Ensemble Cast, Seinen, School, Fugitive, Revenge, Teacher, Rural, Amnesia, Rehabilitation, Heterosexual, Bullying, Kuudere, CGI",FINISHED,A-1 Pictures,WINTER,2016,https://anilist.co/anime/21234
100166,Boku no Hero Academia 3,My Hero Academia Season 3,僕のヒーローアカデミア３,TV,25.0,24.0,MANGA,JP,False,79.0,79.0,535850,8175,11,"Action, Adventure, Comedy, Drama","Superhero, Super Power, Shounen, Primarily Teen Cast, Cultivation, Urban Fantasy, School, Ensemble Cast, Male Protagonist, Primarily Male Cast, Police, Bar, Boarding School, Revenge, Battle Royale, Body Horror, Tomboy, Heterosexual, Transgender, Bisexual, CGI",FINISHED,bones,SPRING,2018,https://anilist.co/anime/100166
1735,NARUTO: Shippuuden,Naruto: Shippuden,NARUTO -ナルト- 疾風伝,TV,500.0,23.0,MANGA,JP,False,82.0,82.0,534986,33067,21,"Action, Adventure, Comedy, Drama, Fantasy, Supernatural","Ninja, Shounen, Male Protagonist, Super Power, Tragedy, Revenge, Orphan, War, Coming of Age, Martial Arts, Conspiracy, Cultivation, Ensemble Cast, Fugitive, Time Skip, Politics, Necromancy, Gods, Military, Philosophy, Swordplay, Anti-Hero, Anachronism, Terrorism, Travel, Kaiju, Aliens, Unrequited Love, Shapeshifting, Gender Bending, Slapstick, Estranged Family",FINISHED,Studio Pierrot,WINTER,2007,https://anilist.co/anime/1735
104578,Shingeki no Kyojin Season 3 Part 2,Attack on Titan Season 3 Part 2,進撃の巨人 Season３ Part.2,TV,10.0,24.0,MANGA,JP,False,89.0,89.0,534281,23090,3,"Action, Drama, Fantasy, Mystery","Dystopian, Military, Conspiracy, Tragedy, Survival, Memory Manipulation, Shapeshifting, Super Power, War, Shounen, Espionage, Ensemble Cast, Revenge, Henshin, Male Protagonist, Gore, Primarily Adult Cast, Anti-Hero, Steampunk, Primarily Male Cast, Swordplay, CGI, Dissociative Identities, Drugs, Kuudere, Kaiju, Matriarchy, Medieval",FINISHED,WIT STUDIO,SPRING,2019,https://anilist.co/anime/104578
21355,Re:Zero kara Hajimeru Isekai Seikatsu,Re:ZERO -Starting Life in Another World-,Re:ゼロから始める異世界生活,TV,25.0,25.0,LIGHT_NOVEL,JP,False,81.0,81.0,529177,26798,5,"Action, Adventure, Drama, Fantasy, Psychological, Romance, Thriller","Time Manipulation, Isekai, Time Loop, Tragedy, Alternate Universe, Male Protagonist, Witch, Magic, Curses, Cohabitation, Medieval, Cult, Gore, Body Horror, Heterosexual, Love Triangle, Maids, Politics, Elf, Suicide, Unrequited Love, Primarily Female Cast, Demons, Twins, Femboy, Travel, Butler, Assassins, Seinen, Coming of Age, Kemonomimi, Dragons, CGI, Body Swapping, Kuudere, Meta, Tomboy, Nekomimi, Crossdressing",FINISHED,WHITE FOX,SPRING,2016,https://anilist.co/anime/21355
9253,Steins;Gate,Steins;Gate,シュタインズ・ゲート,TV,24.0,24.0,VISUAL_NOVEL,JP,False,89.0,89.0,521979,44058,3,"Drama, Psychological, Sci-Fi, Thriller","Time Manipulation, Alternate Universe, Time Loop, Conspiracy, Tragedy, Memory Manipulation, Male Protagonist, Urban, Dystopian, Primarily Adult Cast, Denpa, Philosophy, Dissociative Identities, Chuunibyou, Tsundere, Otaku Culture, Heterosexual, Kuudere, Suicide, Ensemble Cast, Amnesia, War, Post-Apocalyptic, Gender Bending, Seinen, Maids, Trains, Shrine Maiden",FINISHED,WHITE FOX,SPRING,2011,https://anilist.co/anime/9253
20464,Haikyuu!!,HAIKYU!!,ハイキュー!!,TV,25.0,24.0,MANGA,JP,False,83.0,83.0,520002,27723,9,"Comedy, Drama, Sports","Volleyball, School Club, Male Protagonist, Primarily Male Cast, Shounen, Ensemble Cast, Primarily Teen Cast, School, Coming of Age, Fitness, Kuudere, Cute Boys Doing Cute Things",FINISHED,Production I.G,SPRING,2014,https://anilist.co/anime/20464
127230,Chainsaw Man,Chainsaw Man,チェンソーマン,TV,12.0,25.0,MANGA,JP,False,83.0,83.0,503170,26875,28,"Action, Drama, Horror, Supernatural","Demons, Monster Boy, Urban Fantasy, Male Protagonist, Gore, Tragedy, Anti-Hero, Body Horror, Shapeshifting, Urban, Henshin, Shounen, Surreal Comedy, Monster Girl, Primarily Adult Cast, Coming of Age, Psychosexual, Heterosexual, Anthropomorphism, Guns, Assassins, Found Family, Age Gap, CGI, Cannibalism, Yandere, POV, Homeless, Police, Amnesia, Revenge, Crime, Tomboy, Nudity, Zombie, Angels",FINISHED,MAPPA,FALL,2022,https://anilist.co/anime/127230
101291,Seishun Buta Yarou wa Bunny Girl Senpai no Yume wo Minai,Rascal Does Not Dream of Bunny Girl Senpai,青春ブタ野郎はバニーガール先輩の夢を見ない,TV,13.0,25.0,LIGHT_NOVEL,JP,False,81.0,81.0,501628,24862,2,"Comedy, Drama, Mystery, Psychological, Romance, Supernatural","Urban Fantasy, Primarily Teen Cast, Male Protagonist, Heterosexual, Coming of Age, Primarily Female Cast, Memory Manipulation, Rehabilitation, Dissociative Identities, School, Amnesia, Bullying, Time Manipulation, Urban, Hikikomori, Body Swapping, Tragedy, Acting, Tsundere, Female Harem, Love Triangle, Idol, Time Loop, Clone, Chuunibyou, Kuudere",FINISHED,CloverWorks,FALL,2018,https://anilist.co/anime/101291
97940,Black Clover,Black Clover,ブラッククローバー,TV,170.0,24.0,MANGA,JP,False,79.0,79.0,497940,23553,14,"Action, Adventure, Comedy, Fantasy","Magic, Shounen, Found Family, Male Protagonist, Super Power, Ensemble Cast, Orphan, Revenge, Class Struggle, Demons, Elf, Dissociative Identities, Reincarnation, Conspiracy, Adoption, Cult, Swordplay, Heterosexual, Bullying, Lost Civilization, Cultivation, Time Skip, Kuudere, Medieval, Tsundere, Travel, Love Triangle, Disability, Nun, Espionage, Coming of Age, Suicide, Food, Tomboy, Age Regression, Dungeon, Curses",FINISHED,Studio Pierrot,FALL,2017,https://anilist.co/anime/97940
20447,Noragami,Noragami,ノラガミ,TV,12.0,24.0,MANGA,JP,False,77.0,77.0,488070,13415,1,"Action, Adventure, Comedy, Supernatural","Gods, Youkai, Urban Fantasy, Female Protagonist, Shounen, Mythology, Urban, Anti-Hero, Shapeshifting, Swordplay, Memory Manipulation, Found Family, Nekomimi, Shrine Maiden, Revenge, Outdoor Activities, Age Gap, Bullying, Environmental, Exorcism",FINISHED,bones,WINTER,2014,https://anilist.co/anime/20447
19815,No Game No Life,"No Game, No Life",ノーゲーム・ノーライフ,TV,12.0,24.0,LIGHT_NOVEL,JP,False,77.0,77.0,487709,15456,4,"Adventure, Comedy, Ecchi, Fantasy","Isekai, Gambling, Alternate Universe, Video Games, Hikikomori, Magic, Primarily Female Cast, Male Protagonist, Female Protagonist, Parody, Politics, Gods, Nudity, Kuudere, Female Harem, Kemonomimi, Meta, Nekomimi, Travel, Memory Manipulation, Elf, Kingdom Management, Super Power, Judo, Unrequited Love, Class Struggle",FINISHED,MADHOUSE,SPRING,2014,https://anilist.co/anime/19815
101921,Kaguya-sama wa Kokurasetai: Tensaitachi no Renai Zunousen,Kaguya-sama: Love is War,かぐや様は告らせたい～天才たちの恋愛頭脳戦～,TV,12.0,24.0,MANGA,JP,False,83.0,83.0,487130,23572,2,"Comedy, Psychological, Romance, Slice of Life","School, Heterosexual, Tsundere, Primarily Teen Cast, School Club, Ojou-sama, Episodic, Slapstick, Female Protagonist, Parody, Seinen, Surreal Comedy, Male Protagonist, Meta, Ensemble Cast, Kemonomimi, Nekomimi",FINISHED,A-1 Pictures,WINTER,2019,https://anilist.co/anime/101921
105333,Dr. STONE,Dr. STONE,Dr.STONE,TV,24.0,24.0,MANGA,JP,False,81.0,81.0,482249,19253,6,"Action, Adventure, Comedy, Sci-Fi","Post-Apocalyptic, Survival, Lost Civilization, Educational, Time Skip, Male Protagonist, Shounen, Environmental, Kingdom Management, Ensemble Cast, Primarily Teen Cast, Spearplay, Primarily Male Cast, Found Family, Espionage, Tomboy, Medicine, Asexual",FINISHED,TMS Entertainment,SUMMER,2019,https://anilist.co/anime/105333
4224,Toradora!,Toradora!,とらドラ！,TV,25.0,24.0,LIGHT_NOVEL,JP,False,78.0,78.0,481130,16241,3,"Comedy, Drama, Romance, Slice of Life","Tsundere, Coming of Age, Love Triangle, Primarily Teen Cast, School, Heterosexual, Unrequited Love, Male Protagonist, Female Protagonist, Slapstick, Family Life, Tragedy, Food, Female Harem, Teacher, Body Horror, Fake Relationship",FINISHED,J.C.STAFF,FALL,2008,https://anilist.co/anime/4224
21827,Violet Evergarden,Violet Evergarden,ヴァイオレット・エヴァーガーデン,TV,13.0,24.0,LIGHT_NOVEL,JP,False,85.0,85.0,480086,30030,1,"Drama, Fantasy, Slice of Life","Rehabilitation, Writing, Tragedy, Female Protagonist, Coming of Age, Kuudere, War, Work, Disability, Episodic, Military, Orphan, Philosophy, Travel, Historical, Primarily Adult Cast, Steampunk, Age Gap, Heterosexual, Foreign, Trains, Guns, Assassins",FINISHED,Kyoto Animation,WINTER,2018,https://anilist.co/anime/21827
140960,SPY×FAMILY,SPY x FAMILY,SPY×FAMILY,TV,12.0,24.0,MANGA,JP,False,83.0,83.0,479992,22119,5,"Action, Comedy, Slice of Life, Supernatural","Espionage, Family Life, Found Family, Fake Relationship, Assassins, Conspiracy, Shounen, Adoption, Male Protagonist, Female Protagonist, Crime, Foreign, Urban, Slapstick, Super Power, Parenthood, School, Ensemble Cast, Heterosexual, Surreal Comedy, Parody, Episodic, Politics, Cohabitation, Guns, Urban Fantasy, Bullying, Orphan, Martial Arts, Tsundere, Unrequited Love",FINISHED,CloverWorks,SPRING,2022,https://anilist.co/anime/140960
20613,Akame ga Kill!,Akame ga Kill!,アカメが斬る！,TV,24.0,24.0,MANGA,JP,False,72.0,72.0,475559,11529,2,"Action, Adventure, Drama, Fantasy, Horror, Psychological, Thriller","Assassins, Tragedy, Shounen, Politics, Gore, Crime, Swordplay, Henshin, Super Power, Anti-Hero, Female Protagonist, Revenge, Male Protagonist, Primarily Adult Cast, Kuudere, Heterosexual, Kaiju, Yandere, Female Harem, Guns, Tsundere, Shapeshifting, Nekomimi, Demons, Love Triangle, Kemonomimi, Tomboy, Time Manipulation",FINISHED,WHITE FOX,SUMMER,2014,https://anilist.co/anime/20613
104276,Boku no Hero Academia 4,My Hero Academia Season 4,僕のヒーローアカデミア４,TV,25.0,24.0,MANGA,JP,False,78.0,78.0,472015,7674,8,"Action, Adventure, Comedy, Drama, Sci-Fi","Superhero, Super Power, Shounen, Male Protagonist, School, Primarily Teen Cast, Crime, Ensemble Cast, Boarding School, Gangs, Urban Fantasy, Terrorism, Tragedy, Cultivation, Yakuza, Drugs, Police, Espionage, Primarily Male Cast, Delinquents, Band, Heterosexual, Transgender, Female Protagonist, Nudity, Bisexual, Tomboy, Philosophy",FINISHED,bones,FALL,2019,https://anilist.co/anime/104276
20789,Nanatsu no Taizai,The Seven Deadly Sins,七つの大罪,TV,24.0,25.0,MANGA,JP,False,73.0,73.0,472006,7963,1,"Action, Adventure, Comedy, Ecchi, Fantasy, Supernatural","Ensemble Cast, Shounen, Magic, Demons, Male Protagonist, Age Gap, Heterosexual, Spearplay, Super Power, Swordplay, Anti-Hero, Dissociative Identities, Reincarnation, Fairy, Love Triangle, Animals, Bar, Revenge, Medieval, Nudity",FINISHED,A-1 Pictures,FALL,2014,https://anilist.co/anime/20789
101348,VINLAND SAGA,Vinland Saga,ヴィンランド・サガ,TV,24.0,24.0,MANGA,JP,False,87.0,87.0,454336,29526,7,"Action, Adventure, Drama","Vikings, Revenge, Foreign, Historical, Male Protagonist, Philosophy, War, Coming of Age, Tragedy, Seinen, Primarily Male Cast, Anti-Hero, Military, Politics, Swordplay, Primarily Adult Cast, Gore, Travel, Medieval, Survival, Ships, Conspiracy, Slavery, Time Skip, Orphan, Pirates, Language Barrier, Religion, Snowscape, Spearplay, Archery, CGI, Heterosexual, Cult, Nudity, Achronological Order",FINISHED,WIT STUDIO,SUMMER,2019,https://anilist.co/anime/101348
21202,Kono Subarashii Sekai ni Shukufuku wo!,KONOSUBA -God's blessing on this wonderful world!,この素晴らしい世界に祝福を！,TV,10.0,23.0,LIGHT_NOVEL,JP,False,79.0,79.0,454177,18923,7,"Adventure, Comedy, Ecchi, Fantasy","Isekai, Satire, Parody, Primarily Female Cast, Ensemble Cast, Male Protagonist, Slapstick, Magic, Masochism, Anti-Hero, Afterlife, Gods, Reincarnation, Chuunibyou, Meta, Medieval, Alternate Universe, Dullahan, Primarily Adult Cast, Swordplay, Dungeon, Succubus, Nudity, Shounen, Heterosexual, Surreal Comedy",FINISHED,Studio DEEN,WINTER,2016,https://anilist.co/anime/21202
124080,Horimiya,Horimiya,ホリミヤ,TV,13.0,24.0,MANGA,JP,False,81.0,81.0,449825,24377,4,"Comedy, Romance, Slice of Life","School, Female Protagonist, Heterosexual, Family Life, Male Protagonist, Ensemble Cast, Coming of Age, Primarily Teen Cast, Tsundere, Slapstick, Episodic, Shounen, Love Triangle, Bullying, Iyashikei, Sadism, Masochism, Chibi",FINISHED,CloverWorks,WINTER,2021,https://anilist.co/anime/124080
20623,Kiseijuu: Sei no Kakuritsu,Parasyte -the maxim-,寄生獣 セイの格率,TV,24.0,24.0,MANGA,JP,False,81.0,81.0,445479,14520,4,"Action, Drama, Horror, Psychological, Sci-Fi","Body Horror, Shapeshifting, Survival, Aliens, Male Protagonist, Philosophy, Seinen, Gore, Anti-Hero, Revenge, Heterosexual, Crime, Tragedy, Cannibalism, Environmental, Urban, Primarily Teen Cast, School, Military, Coming of Age, Love Triangle, Unrequited Love, Villainess, Guns, Female Harem, Bullying, Nudity",FINISHED,MADHOUSE,FALL,2014,https://anilist.co/anime/20623
112151,Kimetsu no Yaiba: Mugen Ressha-hen,Demon Slayer -Kimetsu no Yaiba- The Movie: Mugen Train,鬼滅の刃 無限列車編,MOVIE,1.0,117.0,MANGA,JP,False,84.0,84.0,444269,10918,4,"Action, Adventure, Drama, Fantasy, Mystery, Supernatural","Demons, Swordplay, Shounen, Tragedy, Trains, Curses, Vampire, Male Protagonist, Body Horror, Super Power, Monster Girl, Primarily Teen Cast, Gore, CGI, Primarily Male Cast, Orphan, Travel, Suicide, Shapeshifting, Historical, Family Life, Rural, Martial Arts",FINISHED,ufotable,FALL,2020,https://anilist.co/anime/112151
